month,day,min,node,mechanism,user,rank,affiliation,net,client,old
4,21,815,CS5,key,DvK2GmN2lnv39,453,student,UC-INTRA,34958,0
8,8,1137,CS84,password,NKPZxZwxLMre7,641,student,UCPUB,34959,1
10,24,1238,CS4,password,9Y3jq7PDNP9Y,92,student,7922,34960,1
5,3,720,CS5,password,9JQomDyp9vWly,617,student,20473,34960,1
8,8,1139,CS84,password,NKPZxZwxLMre7,641,student,UCPUB,34960,1
11,5,601,CS93,key,r4agx9Kq6xZWd,348,alum,UCPUB,34960,0
8,12,780,CS88,password,93pVv92n93P66,485,student,UCPRIV,34962,1
10,13,862,CS3,password,rM2PY2G4G5orm,3,faculty,UCPUB,34962,1
4,23,760,CS5,password,93Vrn2qjvdV43,257,student,7922,34964,1
4,17,923,CS3,password,94YVMJVBB2aWJ,480,student,UCPUB,34966,1
10,2,1157,CS70,key,93x4yXNDpwxv6,439,affiliate,UCPUB,34966,0
5,8,63,CS41,password,NOrRedBQQXQeb,876,student,160,34967,1
9,27,1167,CS3,password,RJg3nrQzon63G,666,academic,15169,34968,1
10,11,969,CS3,password,9JGow5Yy37Kg3,1046,student,UCPRIV,34968,1
11,25,990,CS5,password,9J1gVx72vOgOV,422,student,7018,34971,1
3,12,840,CS3,password,9eKmoYovVrby,57,staff,7922,34971,1
8,13,909,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,34977,0
5,27,906,CS4,password,L9b2ZmejOopeo,393,student,UCPUB,34978,1
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,34980,0
8,13,909,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,34980,0
5,4,1332,CS3,password,rM2PY2G4G5orm,3,faculty,7018,34982,1
4,26,728,CS5,password,Rl6bw7p2ZL5YJ,201,student,UCPRIV,34984,1
8,13,909,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,34984,0
5,23,1164,CS5,password,9QQ1olpbxvPDN,860,student,RCN,34989,1
10,23,122,CS3,key,93Vrn2qjvdV43,257,student,7922,34990,0
3,23,850,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34991,
5,26,57,CS72,password,LJdWVPvwMoLvO,212,student,UC-INTRA,34991,1
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,34992,0
11,28,868,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,34992,0
4,24,1000,CS22,password,ydQyQvRvN,29,faculty,20057,34993,1
3,23,850,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34993,0
10,4,1155,CS5,password,XLDLeM5BrJxnn,954,student,UCPUB,34993,1
3,23,850,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34994,0
3,23,851,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34995,0
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,34996,0
3,23,851,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34996,0
3,23,851,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,34997,0
6,3,449,CS80,password,L9b2ZmejOopeo,393,student,21928,34998,1
8,25,1418,CS3,password,93RXevddgZn1y,231,student,7922,34999,1
4,5,42,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35000,0
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,35000,0
9,28,749,CS50,password,9ZK8Zx4JKoM9N,605,student,UCPUB,35000,1
11,11,601,CS93,key,r4agx9Kq6xZWd,348,alum,UCPUB,35001,
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,35002,0
6,7,238,CS4,password,9Qm3mMVX63g36,955,student,UCPRIV,35002,1
11,28,879,CS3,password,rM2PY2G4G5orm,3,faculty,UCPUB,35002,1
11,30,1004,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,35004,0
11,28,879,CS3,password,rM2PY2G4G5orm,3,faculty,UCPUB,35004,1
6,6,0,CS59,password,93VLW8G32nw8y,959,student,UC-INTRA,35005,1
8,24,496,CS5,password,y9gdaeWPPbm,135,alum,22208,35006,1
4,2,887,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35006,0
5,23,1267,CS4,password,9QQ1olpbxvPDN,860,student,RCN,35011,1
8,14,250,CS92,password,9KQGyYvLNjPRV,882,student,7922,35012,1
8,5,949,CS113,password,NrY31n388ape7,543,student,UCPUB,35012,1
3,29,828,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,35015,1
3,30,964,CS41,password,NOrRedBQQXQeb,876,student,UCPRIV,35017,1
7,19,818,CS3,password,rM2PY2G4G5orm,3,faculty,UCPUB,35018,1
4,29,449,CS128,key,O3m6jvp25Glm,723,student,3549,35019,
10,20,818,CS124,password,yDWxWwD9JL,668,student,UCPRIV,35020,1
4,14,1345,CS97,password,Ol2dQnQxxn1v,366,student,7922,35021,1
6,5,1300,CS5,password,yj2NLvearYY6g,326,student,22773,35021,1
4,19,1299,CS41,password,NOrRedBQQXQeb,876,student,160,35022,1
4,15,187,CS12,password,93r6w35M15aWw,980,student,UCPRIV,35022,0
10,18,954,CS137,password,9Z76qar4OVQeN,967,student,7018,35026,1
4,15,190,CS12,key,93r6w35M15aWw,980,student,UCPRIV,35028,0
10,7,457,CS3,password,Xqoe3G8ZJYJWJ,1039,student,21928,35031,1
10,1,581,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,35032,1
4,29,450,CS128,key,O3m6jvp25Glm,723,student,3549,35033,0
4,29,452,CS128,key,O3m6jvp25Glm,723,student,3549,35034,0
9,6,82,CS92,password,9KQGyYvLNjPRV,882,student,7922,35034,1
8,19,519,CS105,password,93pVv92n93P66,485,student,7922,35035,1
6,5,1079,CS5,password,yj2NLvearYY6g,326,student,22773,35035,1
4,29,453,CS128,key,O3m6jvp25Glm,723,student,3549,35036,0
8,13,910,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35036,0
4,29,453,CS128,key,O3m6jvp25Glm,723,student,3549,35037,0
4,29,454,CS128,key,O3m6jvp25Glm,723,student,3549,35038,0
7,23,824,CS105,password,93pVv92n93P66,485,student,7922,35038,1
10,10,828,CS83,password,9ZW3pp1V9ZZmy,704,student,UCPUB,35038,1
8,13,910,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35038,0
6,7,1290,CS4,password,9QQ1olpbxvPDN,860,student,RCN,35039,1
3,23,853,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35040,0
5,9,980,CS5,password,Rzmdjwlav9Wdo,953,student,UCPRIV,35040,1
4,29,454,CS128,key,O3m6jvp25Glm,723,student,3549,35041,
9,30,1355,CS4,password,rMq11jJxyaGa3,210,student,174,35042,1
10,2,1162,CS58,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35042,0
8,13,910,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35043,0
4,29,455,CS128,key,O3m6jvp25Glm,723,student,3549,35044,0
4,29,455,CS128,key,O3m6jvp25Glm,723,student,3549,35045,0
5,11,1331,CS5,key,9JQomDyp9vWly,617,student,23724,35045,0
10,22,575,CS4,password,9eKmoYovVrby,57,staff,7922,35046,1
4,26,735,CS5,password,Rl6bw7p2ZL5YJ,201,student,UCPRIV,35046,1
4,22,678,CS70,password,NrvJjaZNpyGNq,716,alum,UCPRIV,35046,1
4,21,1064,CS67,password,9a2NNlKpOWMP,505,student,3356,35047,1
5,13,1102,CS4,password,9Y3jq7PDNP9Y,92,student,7922,35048,1
2,26,1074,CS3,password,9D2MZ4wog2qm3,747,alum,17210,35048,1
4,2,891,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35050,0
5,13,1104,CS4,password,9Y3jq7PDNP9Y,92,student,7922,35054,1
4,29,456,CS128,key,O3m6jvp25Glm,723,student,3549,35056,0
6,7,242,CS4,password,9Qm3mMVX63g36,955,student,UCPRIV,35056,1
6,6,861,CS3,password,yj2NLvearYY6g,326,student,3549,35059,1
6,7,1062,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35065,1
4,2,892,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35066,0
10,18,958,CS137,password,9Z76qar4OVQeN,967,student,7018,35067,1
10,18,959,CS137,password,9Z76qar4OVQeN,967,student,7018,35069,1
10,20,714,CS3,password,zxVOXYLPxm7Zl,319,student,UCPRIV,35070,1
5,23,1054,CS4,password,9QQ1olpbxvPDN,860,student,RCN,35073,1
5,23,913,CS3,password,yj2NLvearYY6g,326,student,3549,35075,1
6,4,1103,CS5,password,9Qm3mMVX63g36,955,student,UCPRIV,35076,1
9,9,1305,CS2,password,94Y7OQ3plKvrV,983,student,7155,35080,1
8,29,1362,CS92,password,93aKROQ64ZoRV,903,student,7922,35080,1
5,7,60,CS4,password,9Z8VQ69wW9qxW,184,student,7922,35083,1
11,14,1154,CS3,password,9KnRlgl1ryXZy,52,alum,104,35088,1
5,27,940,CS88,password,93pVv92n93P66,485,student,UCPRIV,35090,1
5,11,1400,CS116,password,93VZm3qg4eNeY,597,student,7922,35091,1
8,13,912,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35097,0
8,10,940,CS3,password,OlvPpZKrwn3VK,139,alum,36384,35098,1
10,20,1176,CS3,password,yDWXXMdv15,827,student,7922,35099,1
8,13,912,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35102,
3,30,641,CS5,password,NOrRedBQQXQeb,876,student,UCPRIV,35103,1
10,5,899,CS78,password,yDW5JdnzgN,417,student,UCPRIV,35104,1
8,13,912,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35105,
11,30,1239,CS5,key,9DadOl3pbv9b3,349,student,7018,35106,
10,18,961,CS137,password,9Z76qar4OVQeN,967,student,7018,35110,1
11,6,91,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35114,
5,25,672,CS3,key,RlKWGWLPQlyVM,71,student,UCPRIV,35114,
7,29,973,CS5,password,DJzqyrNrnG2Wx,673,student,7922,35119,1
10,6,1157,CS5,password,9J1gVx72vOgOV,422,student,UC-INTRA,35119,1
10,24,1253,CS4,password,9Y3jq7PDNP9Y,92,student,7922,35120,1
3,1,892,CS116,password,93VZm3qg4eNeY,597,student,UCPRIV,35121,1
10,4,1170,CS4,password,XLDLeM5BrJxnn,954,student,UCPUB,35122,1
6,6,32,CS59,password,93VLW8G32nw8y,959,student,UC-INTRA,35123,1
10,18,962,CS137,password,9Z76qar4OVQeN,967,student,7018,35126,1
4,2,897,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35128,
10,2,1158,CS36,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35128,
3,16,5,CS5,password,z3z1l9eNqJN7g,380,alum,7922,35132,1
3,7,836,CS3,key,yJMzlvjXWl6vr,159,faculty,UCPUB,35135,
7,23,605,CS4,key,9wG89KmxNNjv,527,student,7018,35138,
10,2,1161,CS49,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35142,
5,25,600,CS93,key,r4agx9Kq6xZWd,348,alum,UCPUB,35146,
11,14,981,CS5,password,yXQn7R5o8BW6g,998,student,UCPRIV,35147,1
8,2,961,CS88,key,9DBRr5zjBmZQv,331,student,UCPUB,35148,
6,14,834,CS84,password,r147K6jMMR7Om,476,former_student,UCPUB,35150,1
3,29,866,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35151,
3,29,869,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35152,
3,29,870,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35155,
11,4,840,CS5,key,93Vrn2XmB2NXV,828,staff,6079,35156,
11,7,138,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35158,
5,7,623,CS88,password,9QzPjynZRNOgy,1053,faculty,UCPUB,35159,1
8,13,915,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35163,
4,2,901,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35166,
10,5,1004,CS4,password,933Gv3lj6xpVJ,432,academic,7922,35167,1
8,13,915,CS84,key,NyQQBJYrxKOwq,305,student,UCPUB,35167,
11,5,1378,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35168,
10,20,856,CS5,password,Nr81oW4MqdBY3,436,student,7922,35168,1
4,2,901,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35168,
4,2,901,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35169,
3,29,880,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35170,
3,5,1170,CS5,password,NyzLmOqbxRnx4,434,alum,UCPUB,35170,1
3,29,880,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35172,
11,7,139,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35174,
10,12,1298,CS5,password,yDWXXMdv15,827,student,7922,35178,1
3,29,885,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35179,
3,29,886,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35181,
3,29,886,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35182,
12,7,935,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35186,
4,11,1153,CS5,password,NOrRedBQQXQeb,876,student,UCPRIV,35186,1
12,21,1348,CS128,key,O3m6jvp25Glm,723,student,4812,35188,
11,6,1387,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35188,
3,29,892,CS128,key,O3m6jvp25Glm,723,student,UC-INTRA,35188,
6,7,494,CS4,password,yj2NLvearYY6g,326,student,3549,35189,1
12,7,936,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35190,
5,12,1064,CS5,password,9Q2peQ5zerL5Y,550,student,20057,35191,1
12,7,936,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35198,
10,3,551,CS5,password,RJg3nrQzon63G,666,academic,UCPRIV,35198,1
11,6,1399,CS3,key,93Vrn2XmB2NXV,828,staff,6079,35202,0
4,20,753,CS88,key,9DBRr5zjBmZQv,331,student,UCPUB,35203,0
6,11,884,CS97,password,Ol2dQnQxxn1v,366,student,7018,35204,1
10,2,1166,CS53,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35204,0
6,11,884,CS97,password,Ol2dQnQxxn1v,366,student,7018,35206,1
11,15,920,CS95,key,yK13wPDDK4DB,740,student,UCPUB,35206,0
8,29,1373,CS92,password,93aKROQ64ZoRV,903,student,7922,35208,1
3,4,1261,CS2,password,94Y7OQ3plKvrV,983,student,UCPUB,35208,1
3,6,980,CS4,password,9JM7v5jo7Dxm3,109,alum,7922,35209,1
8,14,1266,CS3,password,DJzqyrNrnG2Wx,673,student,7922,35209,1
3,16,524,CS84,key,DyrB9d1dlpmqx,571,student,3549,35211,
9,6,85,CS92,password,9KQGyYvLNjPRV,882,student,7922,35212,1
5,31,956,CS5,key,9wG89KmxNNjv,527,student,2828,35213,
9,29,1051,CS4,key,z2KdP82BPlYPj,862,student,UCPRIV,35214,
11,28,889,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35216,
5,7,990,CS5,password,ybgQ65xYGov45,683,alum,56322,35218,1
5,31,1246,CS44,password,z1zl5v2JDzmW,637,student,UCPRIV,35219,1
5,29,1303,CS3,password,yW4MrxVp6bzg,197,student,14618,35221,1
5,29,1303,CS3,password,yW4MrxVp6bzg,197,student,14618,35222,1
4,2,907,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35222,0
5,29,1316,CS3,password,yW4MrxVp6bzg,197,student,14618,35223,1
4,2,907,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35224,0
5,22,794,CS84,key,DyrB9d1dlpmqx,571,student,3549,35225,0
12,7,936,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35228,0
12,7,1222,CS3,password,Xqoe3G8ZJYJWJ,1039,student,21928,35229,1
4,2,907,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35229,0
10,1,885,CS4,password,9J1gVx72vOgOV,422,student,UCPRIV,35229,1
11,6,91,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35230,0
5,1,1001,CS3,password,93bjgR1aYaPMY,289,alum,UCPUB,35232,1
10,20,1192,CS3,password,yDWXXMdv15,827,student,7922,35233,1
9,6,85,CS92,password,9KQGyYvLNjPRV,882,student,7922,35234,1
11,19,1025,CS5,password,9J1gVx72vOgOV,422,student,7922,35235,1
7,15,58,CS5,password,93Vyy6V6xNLRV,407,student,UCPUB,35235,1
10,18,267,CS3,password,9Y3jq7PDNP9Y,92,student,7922,35238,1
10,20,1193,CS3,password,yDWXXMdv15,827,student,7922,35239,1
8,25,852,CS92,password,9KQGyYvLNjPRV,882,student,7922,35240,1
12,7,936,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35240,0
4,19,99,CS92,password,93Vop2DQReOw6,345,student,7922,35245,1
7,17,678,CS30,key,JNNLwxzBpDw59,42,alum,7922,35246,0
5,22,1296,CS59,password,94yDazZen8BBP,892,student,UCPRIV,35246,1
5,7,811,CS88,key,9QV3RPvD7VdrV,619,student,UCPUB,35247,0
4,2,909,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35252,0
4,16,1149,CS5,key,DvK2GmN2lnv39,453,student,UC-INTRA,35252,0
4,4,831,CS88,password,93pVv92n93P66,485,student,UCPRIV,35254,1
3,5,904,CS4,password,93m6MRooJqwlW,1007,alum,7018,35256,1
10,16,56,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35258,0
5,30,1040,CS3,password,yW4MrxVp6bzg,197,student,14618,35258,1
5,30,1069,CS3,password,yW4MrxVp6bzg,197,student,14618,35259,1
11,28,1057,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35260,0
12,4,961,CS128,key,O3m6jvp25Glm,723,student,3549,35262,0
10,16,65,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35262,0
4,20,11,CS4,password,93Vrn2qjvdV43,257,student,7922,35264,1
9,28,248,CS3,password,94G8WYjv7NgqV,475,student,UCPUB,35264,1
5,30,1111,CS3,password,yW4MrxVp6bzg,197,student,14618,35266,1
11,28,1057,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35266,0
6,8,982,CS4,password,LVOl1823Plnxd,448,student,UCPRIV,35266,1
8,12,953,CS88,password,93pVv92n93P66,485,student,UCPRIV,35266,1
5,30,1111,CS3,password,yW4MrxVp6bzg,197,student,14618,35267,1
5,30,1112,CS3,password,yW4MrxVp6bzg,197,student,14618,35268,1
5,12,995,CS67,password,y2yNb6ljQB,387,student,UCPUB,35268,1
5,30,1112,CS3,password,yW4MrxVp6bzg,197,student,14618,35269,1
11,28,1057,CS140,key,XOYGKoyeZGLDZ,1040,staff,LOCAL,35270,0
10,2,1210,CS66,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35270,0
4,7,948,CS5,password,yoKaXreBO2l,21,alum,31790,35271,1
3,16,1330,CS97,password,Ol2dQnQxxn1v,366,student,7922,35272,1
8,5,1339,CS3,password,9Zljq2gd5bwKP,410,student,7922,35272,1
8,1,710,CS102,password,9KQGyYvLNjPRV,882,student,7922,35276,1
6,5,874,CS4,password,9QQ1olpbxvPDN,860,student,RCN,35277,1
10,16,73,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35278,0
7,14,1133,CS5,password,9ZW3pp1V9ZZmy,704,student,UCPUB,35278,1
4,2,910,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35279,0
7,31,330,CS30,key,JNNLwxzBpDw59,42,alum,7922,35280,0
10,16,76,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35280,0
5,5,912,CS3,password,rM2PY2G4G5orm,3,faculty,UCPUB,35281,1
4,8,677,CS5,password,93Vrn2qjvdV43,257,student,7922,35288,1
11,10,989,CS30,password,934aL7Y1n77KN,473,student,UCPUB,35288,1
3,2,1003,CS84,password,DWjv46NOqKo5x,870,student,UCPUB,35288,1
11,10,989,CS30,password,934aL7Y1n77KN,473,student,UCPUB,35289,1
7,19,1069,CS3,password,yKGd5walxyLZ2,51,alum,852,35298,1
5,31,579,CS5,key,9KQNooDddN97v,99,staff,7922,35299,0
10,2,1166,CS58,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35300,0
11,5,916,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35304,0
9,30,523,CS3,password,Xqoe3G8ZJYJWJ,1039,student,21928,35304,1
4,2,915,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35305,0
11,5,917,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35306,0
11,5,1319,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35308,0
4,29,1242,CS3,password,rM2PY2G4G5orm,3,faculty,7018,35311,1
6,6,971,CS4,password,yj2NLvearYY6g,326,student,3549,35312,1
8,23,1172,CS92,password,9KQGyYvLNjPRV,882,student,7922,35312,1
8,24,1039,CS92,password,9KQGyYvLNjPRV,882,student,7922,35314,1
6,4,1118,CS5,password,9Qm3mMVX63g36,955,student,UCPRIV,35314,1
12,4,1228,CS79,password,9J1gVx72vOgOV,422,student,UCPRIV,35315,1
5,1,1023,CS3,password,rM2PY2G4G5orm,3,faculty,7018,35316,1
10,2,1159,CS36,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35316,
11,9,986,CS3,key,y2GY1w6e8VOR2,91,academic,UCPUB,35318,
11,9,986,CS3,key,y2GY1w6e8VOR2,91,academic,UCPUB,35319,
11,13,1208,CS3,password,RJg3nrQzon63G,666,academic,15169,35320,1
10,2,1162,CS49,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35320,0
4,10,995,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35322,0
11,10,550,CS88,key,93pVv92n93P66,485,student,UCPRIV,35323,0
10,2,1210,CS73,key,93x4yXNDpwxv6,439,affiliate,UCPUB,35326,0
5,31,842,CS4,password,yj2NLvearYY6g,326,student,3549,35327,1
12,2,1203,CS3,password,9KVMONJGZjRmW,489,student,7922,35328,1
3,4,1262,CS2,password,94Y7OQ3plKvrV,983,student,UCPUB,35328,1
7,26,1039,CS5,password,9JP9K6B2ppm66,74,former_student,3452,35329,1
10,17,521,CS3,password,93VLaQBZG7JV6,878,student,7922,35329,1
7,26,547,CS4,password,9eKmoYovVrby,57,staff,7922,35329,1
7,23,822,CS105,password,93pVv92n93P66,485,student,7922,35330,1
12,2,1160,CS5,password,9KVMONJGZjRmW,489,student,7922,35330,1
4,2,915,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35330,0
12,2,1160,CS3,password,9KVMONJGZjRmW,489,student,7922,35331,1
11,6,817,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35332,0
4,2,915,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35332,0
4,2,916,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35333,0
11,6,982,CS5,key,9ZK8Zx4JKoM9N,605,student,7922,35334,0
5,27,1426,CS33,password,zOyrgL8rJZGg,62,student,UCPUB,35336,1
5,27,1426,CS33,password,zOyrgL8rJZGg,62,student,UCPUB,35337,1
9,1,870,CS92,password,9KQGyYvLNjPRV,882,student,7922,35338,1
4,15,999,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35339,0
10,20,817,CS3,password,yDWXXMdv15,827,student,UCPRIV,35339,1
5,27,1429,CS33,password,zOyrgL8rJZGg,62,student,UCPUB,35339,1
4,7,1403,CS3,password,rq1G94ZRJJ73,663,student,UCPUB,35340,1
5,27,1429,CS33,password,zOyrgL8rJZGg,62,student,UCPUB,35340,1
5,8,910,CS3,password,XbBdj2WvL6BOx,56,student,19165,35341,1
6,1,878,CS105,key,93pVv92n93P66,485,student,UCPRIV,35345,0
11,15,1310,CS104,key,93gRXGVjqXYx3,857,student,UCPUB,35348,0
6,5,1290,CS5,password,yj2NLvearYY6g,326,student,22773,35350,1
10,17,507,CS3,password,93VLaQBZG7JV6,878,student,7922,35351,1
3,22,729,CS4,password,9wG89KmxNNjv,527,student,2828,35352,1
10,17,505,CS5,password,93VLaQBZG7JV6,878,student,7922,35353,1
12,21,472,CS3,password,XObX4oO1Ol9B8,909,student,4134,35355,1
5,30,1054,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35356,1
10,17,521,CS3,password,93VLaQBZG7JV6,878,student,7922,35357,1
4,4,585,CS5,password,9DL1QxRbB3zJJ,735,student,UCPRIV,35357,1
4,23,882,CS5,key,DvK2GmN2lnv39,453,student,UC-INTRA,35360,0
5,24,1041,CS67,password,y2yNb6ljQB,387,student,UCPUB,35360,1
6,16,1284,CS84,password,NKPZxZwxLMre7,641,student,UCPUB,35361,1
10,17,512,CS3,password,93VLaQBZG7JV6,878,student,7922,35362,1
10,8,142,CS3,password,9Q2peQ5zerL5Y,550,student,20057,35364,1
11,9,977,CS4,password,yoKaXreBO2l,21,alum,31790,35364,1
10,17,507,CS3,password,93VLaQBZG7JV6,878,student,7922,35366,1
12,7,1378,CS4,password,9eKmoYovVrby,57,staff,7922,35366,1
10,17,513,CS3,password,93VLaQBZG7JV6,878,student,7922,35366,1
10,17,508,CS3,password,93VLaQBZG7JV6,878,student,7922,35366,1
6,4,241,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35366,1
3,24,52,CS4,password,y9xXVJVbYbm,604,alum,7922,35367,1
4,13,1397,CS82,password,9KQGyYvLNjPRV,882,student,160,35368,1
6,8,630,CS4,password,NrY31n388ape7,543,student,7922,35368,1
8,16,787,CS4,password,DJzqyrNrnG2Wx,673,student,7922,35369,1
6,4,241,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35369,1
6,4,242,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35370,1
10,17,520,CS3,password,93VLaQBZG7JV6,878,student,7922,35371,1
10,17,510,CS3,password,93VLaQBZG7JV6,878,student,7922,35371,1
4,10,995,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35371,
5,26,917,CS4,password,LVOl1823Plnxd,448,student,UCPRIV,35372,1
10,18,973,CS137,password,9Z76qar4OVQeN,967,student,7018,35373,1
9,28,1095,CS5,password,ybgQ65xYGov45,683,alum,15169,35374,1
10,17,638,CS5,password,9J1gVx72vOgOV,422,student,UCPRIV,35375,1
11,3,1139,CS4,password,yDWXXMdv15,827,student,UCPRIV,35375,1
5,17,1395,CS3,password,9ZvjmDlWBxwnW,392,student,174,35376,1
4,3,895,CS4,password,RzRwpj8X5OZ3J,545,student,UCPRIV,35376,1
6,7,1098,CS84,password,NKPZxZwxLMre7,641,student,UCPUB,35376,1
10,17,516,CS3,password,93VLaQBZG7JV6,878,student,7922,35377,1
10,17,515,CS3,password,93VLaQBZG7JV6,878,student,7922,35377,1
4,6,1249,CS5,key,DvK2GmN2lnv39,453,student,UC-INTRA,35377,0
7,23,949,CS5,password,9eKmoYovVrby,57,staff,7922,35380,1
3,24,1034,CS3,password,y9xXVJVbYbm,604,alum,7922,35381,1
10,16,600,CS93,key,r4agx9Kq6xZWd,348,alum,UCPUB,35383,0
8,6,1213,CS3,key,DDBobLKJjnaqP,734,faculty,6079,35384,0
6,6,792,CS3,password,yj2NLvearYY6g,326,student,3549,35385,1
5,30,1059,CS59,password,z1zl5v2JDzmW,637,student,UCPRIV,35386,1
11,12,857,CS3,key,93Vrn2qjvdV43,257,student,7922,35387,0
4,15,1001,CS84,key,NyQQBJYrxKOwq,305,student,LOCAL,35387,0
3,22,292,CS4,password,yDW9pejvp2,133,faculty,7018,35388,1
9,2,726,CS98,password,Ol2dQnQxxn1v,366,student,UCPUB,35388,1
5,11,1414,CS5,password,y2GZrpDx55BV5,279,alum,4812,35390,1
11,5,780,CS4,key,93Vrn2XmB2NXV,828,staff,6079,35390,0
4,7,1035,CS4,password,9KQGyYvLNjPRV,882,student,20473,35390,1
11,30,1015,CS96,key,9DBRrX2Ld7qgW,364,student,LOCAL,35390,0
